lam,eq_max,eq_min,bond_mode,is_sharpe,is_cagr,is_maxdd,is_excess,oos_sharpe,oos_cagr,oos_maxdd,oos_excess
50,0.9,0.5,short,0.3815427912857454,0.04361785363834221,-0.19955543405068998,-0.04381283282057552,0.3433420479043682,0.04899687410831568,-0.3380014341465025,-0.044714616796400646
100,0.8,0.2,long,0.4871583789294039,0.0538564327069673,-0.18566409496072955,-0.03357425375195043,0.15453340487676073,0.020815362207497013,-0.3043822596346947,-0.07289612869721931
100,0.8,0.2,medium,0.3791063219738656,0.039156348409717226,-0.18935315516046702,-0.048274338049200505,0.22170315207270969,0.028171977569268855,-0.3043822596346947,-0.06553951333544747
100,0.8,0.2,short,0.2942743822511963,0.03040874396093006,-0.19024138283113956,-0.05702194249798767,0.2841749251404171,0.035061837780532575,-0.3043822596346947,-0.05864965312418375
100,0.8,0.3,long,0.5051491854923844,0.05453113337720059,-0.18419742973443642,-0.03289955308171714,0.20070263333592755,0.02702432810744276,-0.3043822596346947,-0.06668716279727356
100,0.8,0.3,medium,0.4010204856188481,0.04166855961710678,-0.18759198033572355,-0.04576212684181095,0.280552202675093,0.03602490206883554,-0.3043822596346947,-0.057686588835880785
100,0.8,0.3,short,0.3246004889973338,0.034014405724418,-0.18844461420416958,-0.05341628073449973,0.330057723399538,0.04136692862719241,-0.3043822596346947,-0.05234456227752391
100,0.8,0.4,long,0.5172049453104516,0.055205834047433885,-0.18284817215784965,-0.032224852411483845,0.2477973985310734,0.033431996926921254,-0.3043822596346947,-0.06027949397779507
100,0.8,0.4,medium,0.41953952219028723,0.04418077082449633,-0.18590082673770147,-0.043249915634421404,0.32249191947258665,0.041968670431575594,-0.3043822596346947,-0.05174282047314073
100,0.8,0.4,short,0.3523782787503636,0.03762006748790596,-0.18669655572858013,-0.04981061897101177,0.3665680436280487,0.04682077725753758,-0.3043822596346947,-0.04689071364717874
100,0.8,0.5,long,0.5182279490769135,0.05542029760079505,-0.18161695532905986,-0.03201038885812268,0.29330306044588317,0.03977352146607381,-0.3043822596346947,-0.053937969438642513
100,0.8,0.5,medium,0.43037812995057795,0.046232744915013765,-0.18428018016978387,-0.041197941543903965,0.34871114374265844,0.04609334828637712,-0.3043822596346947,-0.0476181426183392
100,0.8,0.5,short,0.37337767266323724,0.04076549213452179,-0.1849975618799048,-0.04666519432439594,0.39172847444909425,0.05117479461022314,-0.3043822596346947,-0.042536696294493186
100,0.9,0.2,long,0.4672480587555527,0.05594714803936492,-0.20021006127340601,-0.03148353841955281,0.1235854540016729,0.018098326945950396,-0.3380014341465025,-0.07561316395876592
100,0.9,0.2,medium,0.3648108574685671,0.04124706374211484,-0.20383322612816346,-0.04618362271680289,0.1825239202723022,0.025454942307722248,-0.3380014341465025,-0.06825654859699408
100,0.9,0.2,short,0.28732764326268784,0.03249945929332768,-0.20470558795073313,-0.05493122716559005,0.23764045089102637,0.03234480251898597,-0.3380014341465025,-0.06136668838573035
100,0.9,0.3,long,0.4824115971693009,0.056621848709598216,-0.19876959415877893,-0.030808837749319515,0.16603078231418592,0.024307292845896115,-0.3380014341465025,-0.06940419805882021
100,0.9,0.3,medium,0.38498487362489914,0.0437592749495044,-0.20210351005344307,-0.04367141150941333,0.23675665195642887,0.03330786680728891,-0.3380014341465025,-0.060403624097427416
100,0.9,0.3,short,0.3154043111855914,0.036105121056815626,-0.20294091386332147,-0.051325565402102105,0.2803078977204661,0.038649893365645775,-0.3380014341465025,-0.05506159753907055
100,0.9,0.4,long,0.4926954759977445,0.057296549379831516,-0.19744443751539864,-0.030134137079086215,0.20943973993832032,0.030714961665374615,-0.3380014341465025,-0.06299652923934171
