"m_date","m_open","m_high","m_low","m_close","m_volume","m_vwap","m_open_split_adjusted","m_high_split_adjusted","m_low_split_adjusted","m_close_split_adjusted","m_volume_split_adjusted","m_vwap_split_adjusted","m_open_dividend_and_split_adjusted","m_high_dividend_and_split_adjusted","m_low_dividend_and_split_adjusted","m_close_dividend_and_split_adjusted","m_volume_dividend_and_split_adjusted","m_vwap_dividend_and_split_adjusted","c_annualized_volatility_5d_log_returns_dividend_and_split_adjusted","c_annualized_volatility_21d_log_returns_dividend_and_split_adjusted","c_annualized_volatility_63d_log_returns_dividend_and_split_adjusted","c_annualized_volatility_252d_log_returns_dividend_and_split_adjusted","c_book_to_price","c_book_value_per_share","c_chaikin_money_flow_21d_dividend_and_split_adjusted","c_chaikin_money_flow_21d_split_adjusted","c_daily_traded_value","c_daily_traded_value_sma_5d","c_daily_traded_value_sma_21d","c_daily_traded_value_sma_63d","c_daily_traded_value_sma_252d","c_earnings_per_share","c_earnings_to_price","c_exponential_moving_average_5d_close_dividend_and_split_adjusted","c_exponential_moving_average_5d_close_split_adjusted","c_exponential_moving_average_21d_close_dividend_and_split_adjusted","c_exponential_moving_average_21d_close_split_adjusted","c_exponential_moving_average_63d_close_dividend_and_split_adjusted","c_exponential_moving_average_63d_close_split_adjusted","c_exponential_moving_average_252d_close_dividend_and_split_adjusted","c_exponential_moving_average_252d_close_split_adjusted","c_last_twelve_months_net_income","c_last_twelve_months_revenue","c_last_twelve_months_revenue_per_share","c_log_difference_high_to_low","c_log_returns_dividend_and_split_adjusted","c_macd_26d_12d_dividend_and_split_adjusted","c_macd_26d_12d_split_adjusted","c_macd_signal_9d_dividend_and_split_adjusted","c_macd_signal_9d_split_adjusted","c_rsi_14d_dividend_and_split_adjusted","c_rsi_14d_split_adjusted","c_simple_moving_average_5d_close_dividend_and_split_adjusted","c_simple_moving_average_5d_close_split_adjusted","c_simple_moving_average_21d_close_dividend_and_split_adjusted","c_simple_moving_average_21d_close_split_adjusted","c_simple_moving_average_63d_close_dividend_and_split_adjusted","c_simple_moving_average_63d_close_split_adjusted","c_simple_moving_average_252d_close_dividend_and_split_adjusted","c_simple_moving_average_252d_close_split_adjusted","c_test"
2004-01-30,,,,,,,49.599998474121094,49.869998931884766,49.599998474121094,49.840000152587890,17600,,,,,24.225757598876953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.240001678466796
2004-02-02,,,,,,,49.740001678466800,49.740001678466800,49.610000610351560,49.610000610351560,500,,,,,24.113964080810547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004625335582765609,,,,,,,,,,,,,,,-0.130001068115240
2004-02-03,,,,,,,49.919998168945310,49.919998168945310,49.919998168945310,49.919998168945310,200,,,,,24.264646530151367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006229320548888605,,,,,,,,,,,,,,,0E-15
2004-02-04,,,,,,,49.610000610351560,49.610000610351560,49.250000000000000,49.299999237060550,4500,,,,,23.963281631469727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012497688900619062,,,,,,,,,,,,,,,-0.310001373291010
2004-02-05,,,,,,,49.209999084472656,49.209999084472656,49.049999237060550,49.049999237060550,300,,,,,23.841758728027344,,,,,,,,,,,,,,,,,,24.081881713867187,49.54399948120117,,,,,,,,,,,-0.00508411515986769,,,,,,,24.081881713867187,49.54399948120117,,,,,,,-0.159999847412106
2004-02-06,,,,,,,49.099998474121094,49.310001373291016,49.099998474121094,49.310001373291016,500,,,,,23.968139648437500,,,0.12482694541338434,,,,,,,,,,,,,,,24.04396769205729,49.466000111897785,,,,,,,,,,,0.00528682214641987,,,,,,,24.030358123779298,49.4379997253418,,,,,,,0.210002899169922
2004-02-09,,,,,,,49.500000000000000,49.680000305175780,49.500000000000000,49.680000305175780,3000,,,,,24.147983551025390,,,0.1384545081652083,,,,,,,,,,,,,,,24.078639645046657,49.53733350965712,,,,,,,,,,,0.007475445989238979,,,,,,,24.037162017822265,49.45199966430664,,,,,,,0.180000305175780
2004-02-10,,,,,,,49.869998931884766,49.869998931884766,49.869998931884766,49.869998931884766,100,,,,,24.240346908569336,,,0.1328741049127093,,,,,,,,,,,,,,,24.132542066220886,49.648221983733,,,,,,,,,,,0.0038175927477576226,,,,,,,24.03230209350586,49.44199981689453,,,,,,,0E-15
2004-02-11,,,,,,,49.990001678466800,49.990001678466800,49.689998626708984,49.689998626708984,15200,,,,,24.152843475341797,,,0.08871141306163843,,,,,,,,,,,,,,,24.13930920259452,49.66214753139166,,,,,,,,,,,-0.0036163570906475825,,,,,,,24.070214462280273,49.51999969482422,,,,,,,-0.300003051757816
2004-02-12,,,,,,,50.250000000000000,50.250000000000000,50.250000000000000,50.250000000000000,100,,,,,24.425043106079100,,,0.08703411091732113,,,,,,,,,,,,,,,24.234553837089383,49.85809835426111,,,,,,,,,,,0.011206847343958343,,,,,,,24.186871337890626,49.75999984741211,,,,,,,0E-15
2004-02-13,,,,,,,50.060001373291016,50.060001373291016,49.819999694824220,49.830001831054690,2100,,,,,24.220891952514650,,,0.1273844781922209,,,,,,,,,,,,,,,24.22999987556447,49.848732846525635,,,,,,,,,,,-0.008393398208495766,,,,,,,24.237421798706055,49.863999938964845,,,,,,,-0.229999542236326
2004-02-17,,,,,,,50.099998474121094,50.310001373291016,50.099998474121094,50.310001373291016,1000,,,,,24.454200744628906,,,0.13372255773707747,,,,,,,,,,,,,,,24.30473349858595,50.0024890221141,,,,,,,,,,,0.009586446206429355,,,,,,,24.298665237426757,49.99000015258789,,,,,,,0.210002899169922
2004-02-18,,,,,,,50.450000762939450,50.450000762939450,50.290000915527344,50.290000915527344,1400,,,,,24.444480895996094,,,0.13449222745580136,,,,,,,,,,,,,,,24.351315964389332,50.09832631991851,,,,,,,,,,,-0.00039755054470639017,,,,,,,24.33949203491211,50.07400054931641,,,,,,,-0.159999847412106
2004-02-19,,,,,,,50.450000762939450,50.450000762939450,50.090000152587890,50.090000152587890,400,,,,,24.347269058227540,,,0.1354279415029548,,,,,,,,,,,,,,,24.349966995668733,50.0955509308083,,,,,,,,,,,-0.0039847706421846036,,,,,,,24.378377151489257,50.15400085449219,,,,,,,-0.360000610351560
2004-02-20,,,,,,,49.500000000000000,49.709999084472656,49.500000000000000,49.700000762939450,700,,,,,24.157703399658203,,,0.11645237326066667,,,,,,,,,,,,,,,24.28587913033189,49.96370087485202,,,,,,,,,,,-0.007816378985533178,,,,,48.43741241100958,48.43750532184833,24.324909210205078,50.04400100708008,,,,,,,0.200000762939450
2004-02-23,,,,,,,49.849998474121094,49.849998474121094,49.700000762939450,49.770000457763670,600,,,,,24.191736221313477,,,0.10370923237095635,,,,,,,,,,,,,,,24.254498160659086,49.899134069155906,,,,,,,,,,,0.0014077858003220466,,,,,49.29088216487708,49.29078251746052,24.319078063964845,50.03200073242188,,,,,,,-0.079998016357424
2004-02-24,,,,,,,49.599998474121094,49.599998474121094,49.500000000000000,49.500000000000000,600,,,,,24.060485839843750,,,0.05940758389713966,,,,,,,,,,,,,,,24.189827387053974,49.76608937943727,,,,,,,,,,,-0.005440193200103581,,,,,46.120342062961626,46.1204638246983,24.240335083007814,49.87000045776367,,,,,,,-0.099998474121094
